player ID,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
663,FW,Morocco,25-200,1997,6,2,9,3,33.3,1.49,0.5,0.22,0.67,9.1,0,0,0,1.2,1.2,0.14,0.8,0.8
664,MF,Tunisia,32-051,1990,1.9,0,9,2,22.2,4.79,1.07,0,0,16,0,0,0,0.5,0.5,0.06,-0.5,-0.5
665,MF,France,23-342,1999,2.5,0,4,0,0,1.59,0,0,,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
666,DF,Senegal,29-288,1993,4,0,2,1,50,0.5,0.25,0,0,30.9,0,0,0,0,0,0.02,0,0
667,FW,Germany,18-028,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
668,DF,Costa Rica,26-184,1996,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
669,FW,Japan,25-296,1997,0.9,0,3,0,0,3.33,0,0,,22.7,1,0,0,0.2,0.2,0.06,-0.2,-0.2
670,MF,United States,20-019,2002,3.8,0,4,1,25,1.05,0.26,0,0,22.9,1,0,0,0.3,0.3,0.08,-0.3,-0.3
671,MF,Japan,36-097,1986,2.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
672,FW,Morocco,22-303,2000,0.9,1,3,2,66.7,3.42,2.28,0.33,0.5,14.9,0,0,0,1,1,0.33,0,0
673,FW,Spain,30-056,1992,2.1,3,8,5,62.5,3.89,2.43,0.38,0.6,10.3,0,0,0,1.4,1.4,0.17,1.6,1.6
674,MF,Costa Rica,20-284,2002,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
675,MF,Argentina,27-284,1995,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
676,MF,Argentina,34-307,1988,3.2,1,6,3,50,1.87,0.94,0.17,0.33,20.7,0,0,0,0.8,0.8,0.14,0.2,0.2
677,DF,Ecuador,24-303,1998,2.9,0,4,0,0,1.36,0,0,,26.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
678,DF,Brazil,24-334,1998,3.9,0,5,1,20,1.3,0.26,0,0,20.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
679,DF,Costa Rica,33-198,1989,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
680,MF,Germany,32-055,1990,2.1,1,5,2,40,2.38,0.95,0,0,25.9,0,1,1,1.1,0.4,0.07,-0.1,-0.4
